"id","product_id","activity_id","stanndard_time","description","status","tags","created_by","created_at","updated_at","deleted_at"
"1","140530004","1","2.54","","",NULL,"","2025-10-20 14:44:44","",""
"2","140530004","4","1.73","","",NULL,"","2025-10-20 14:44:44","",""
"3","140530004","8","3.14","","",NULL,"","2025-10-20 14:44:44","",""
"4","140530004","10","1.84","","",NULL,"","2025-10-20 14:44:44","",""
"5","140530004","12","4.68","","",NULL,"","2025-10-20 14:44:44","",""
"6","140530004","16","6.14","","",NULL,"","2025-10-20 14:44:44","",""
"7","140530004","18","10.42","","",NULL,"","2025-10-20 14:44:44","",""
"8","140530004","19","10.72","","",NULL,"","2025-10-20 14:44:44","",""
"9","140530004","21","6.98","","",NULL,"","2025-10-20 14:44:44","",""
"10","140530004","34","7.96","","",NULL,"","2025-10-20 14:44:44","",""
"11","140530004","35","9.22","","",NULL,"","2025-10-20 14:44:44","",""
"12","140530004","36","7.06","","",NULL,"","2025-10-20 14:44:44","",""
"13","141320031","1","2.54","","",NULL,"","2025-10-20 14:44:44","",""
"14","141320031","4","1.73","","",NULL,"","2025-10-20 14:44:44","",""
"15","141320031","8","3.14","","",NULL,"","2025-10-20 14:44:44","",""
"16","141320031","10","1.84","","",NULL,"","2025-10-20 14:44:44","",""
"17","141320031","12","4.68","","",NULL,"","2025-10-20 14:44:44","",""
"18","141320031","16","6.14","","",NULL,"","2025-10-20 14:44:44","",""
"19","141320031","18","10.42","","",NULL,"","2025-10-20 14:44:44","",""
"20","141320031","19","10.72","","",NULL,"","2025-10-20 14:44:44","",""
"21","141320031","21","6.98","","",NULL,"","2025-10-20 14:44:44","",""
"22","141320031","34","7.96","","",NULL,"","2025-10-20 14:44:44","",""
"23","141320031","35","9.22","","",NULL,"","2025-10-20 14:44:44","",""
"24","141320031","36","7.06","","",NULL,"","2025-10-20 14:44:44","",""
"25","141320032","1","2.54","","",NULL,"","2025-10-20 14:44:44","",""
"26","141320032","4","1.73","","",NULL,"","2025-10-20 14:44:44","",""
"27","141320032","8","3.14","","",NULL,"","2025-10-20 14:44:44","",""
"28","141320032","10","1.84","","",NULL,"","2025-10-20 14:44:44","",""
"29","141320032","12","4.68","","",NULL,"","2025-10-20 14:44:44","",""
"30","141320032","16","6.14","","",NULL,"","2025-10-20 14:44:44","",""
"31","141320032","18","10.42","","",NULL,"","2025-10-20 14:44:44","",""
"32","141320032","19","10.72","","",NULL,"","2025-10-20 14:44:44","",""
"33","141320032","21","6.98","","",NULL,"","2025-10-20 14:44:44","",""
"34","141320032","34","7.96","","",NULL,"","2025-10-20 14:44:44","",""
"35","141320032","35","9.22","","",NULL,"","2025-10-20 14:44:44","",""
"36","141320032","36","7.06","","",NULL,"","2025-10-20 14:44:44","",""
"37","140550060","1","2.54","","",NULL,"","2025-10-20 14:44:44","",""
"38","140550060","4","1.73","","",NULL,"","2025-10-20 14:44:44","",""
"39","140550060","8","3.14","","",NULL,"","2025-10-20 14:44:44","",""
"40","140550060","10","1.84","","",NULL,"","2025-10-20 14:44:44","",""
"41","140550060","12","5.52","","",NULL,"","2025-10-20 14:44:44","",""
"42","140550060","17","8.23","","",NULL,"","2025-10-20 14:44:44","",""
"43","140550060","18","10.42","","",NULL,"","2025-10-20 14:44:44","",""
"44","140550060","19","10.72","","",NULL,"","2025-10-20 14:44:44","",""
"45","140550060","21","6.98","","",NULL,"","2025-10-20 14:44:44","",""
"46","140550060","34","7.96","","",NULL,"","2025-10-20 14:44:44","",""
"47","140550060","35","9.22","","",NULL,"","2025-10-20 14:44:44","",""
"48","140550060","36","7.06","","",NULL,"","2025-10-20 14:44:44","",""
"49","141320055","1","2.69","","",NULL,"","2025-10-20 14:44:44","",""
"50","141320055","36","6.36","","",NULL,"","2025-10-20 14:44:44","",""
"51","140530039","1","2.69","","",NULL,"","2025-10-20 14:44:44","",""
"52","140530039","36","6.36","","",NULL,"","2025-10-20 14:44:44","",""
"53","140010279","1","2.69","","",NULL,"","2025-10-20 14:44:44","",""
"54","140010279","35","8.31","","",NULL,"","2025-10-20 14:44:44","",""
"55","140010279","36","6.36","","",NULL,"","2025-10-20 14:44:44","",""
"56","140010280","1","2.69","","",NULL,"","2025-10-20 14:44:44","",""
"57","140010280","35","8.31","","",NULL,"","2025-10-20 14:44:44","",""
"58","140010280","36","6.36","","",NULL,"","2025-10-20 14:44:44","",""
"59","140010295","1","2.69","","",NULL,"","2025-10-20 14:44:44","",""
"60","140010295","36","6.36","","",NULL,"","2025-10-20 14:44:44","",""
"61","140010298","1","2.69","","",NULL,"","2025-10-20 14:44:44","",""
"62","140010298","35","8.31","","",NULL,"","2025-10-20 14:44:44","",""
"63","140010298","36","6.36","","",NULL,"","2025-10-20 14:44:44","",""
"64","140010117","1","4.01","","",NULL,"","2025-10-20 14:44:44","",""
"65","140010117","3","1.89","","",NULL,"","2025-10-20 14:44:44","",""
"66","140010117","4","1.73","","",NULL,"","2025-10-20 14:44:44","",""
"67","140010117","9","6.61","","",NULL,"","2025-10-20 14:44:44","",""
"68","140010117","10","2.15","","",NULL,"","2025-10-20 14:44:44","",""
"69","140010117","12","5.52","","",NULL,"","2025-10-20 14:44:44","",""
"70","140010117","14","7.23","","",NULL,"","2025-10-20 14:44:44","",""
"71","140010117","16","8.19","","",NULL,"","2025-10-20 14:44:44","",""
"72","140010117","17","10.08","","",NULL,"","2025-10-20 14:44:44","",""
"73","140010117","18","12.87","","",NULL,"","2025-10-20 14:44:44","",""
"74","140010117","19","9.87","","",NULL,"","2025-10-20 14:44:44","",""
"75","140010117","22","8.26","","",NULL,"","2025-10-20 14:44:44","",""
"76","140010117","30","14.2125","","",NULL,"","2025-10-20 14:44:44","",""
"77","140010117","31","15.65","","",NULL,"","2025-10-20 14:44:44","",""
"78","140010117","32","19.9","","",NULL,"","2025-10-20 14:44:44","",""
"79","140010117","33","7.79","","",NULL,"","2025-10-20 14:44:44","",""
"80","140010117","34","3.72","","",NULL,"","2025-10-20 14:44:44","",""
"81","140010117","37","10.76","","",NULL,"","2025-10-20 14:44:44","",""
"82","140010230","1","4.01","","",NULL,"","2025-10-20 14:44:44","",""
"83","140010230","3","1.89","","",NULL,"","2025-10-20 14:44:44","",""
"84","140010230","4","1.73","","",NULL,"","2025-10-20 14:44:44","",""
"85","140010230","6","4.75","","",NULL,"","2025-10-20 14:44:44","",""
"86","140010230","7","3.23","","",NULL,"","2025-10-20 14:44:44","",""
"87","140010230","8","4.15","","",NULL,"","2025-10-20 14:44:44","",""
"88","140010230","10","2.15","","",NULL,"","2025-10-20 14:44:44","",""
"89","140010230","12","5.52","","",NULL,"","2025-10-20 14:44:44","",""
"90","140010230","14","7.23","","",NULL,"","2025-10-20 14:44:44","",""
"91","140010230","16","8.19","","",NULL,"","2025-10-20 14:44:44","",""
"92","140010230","17","10.08","","",NULL,"","2025-10-20 14:44:44","",""
"93","140010230","18","12.87","","",NULL,"","2025-10-20 14:44:44","",""
"94","140010230","19","9.87","","",NULL,"","2025-10-20 14:44:44","",""
"95","140010230","26","26.02","","",NULL,"","2025-10-20 14:44:44","",""
"96","140010230","30","14.2125","","",NULL,"","2025-10-20 14:44:44","",""
"97","140010230","31","15.65","","",NULL,"","2025-10-20 14:44:44","",""
"98","140010230","32","19.9","","",NULL,"","2025-10-20 14:44:44","",""
"99","140010230","33","7.79","","",NULL,"","2025-10-20 14:44:44","",""
"100","140010230","34","3.72","","",NULL,"","2025-10-20 14:44:44","",""
"101","140010230","37","10.76","","",NULL,"","2025-10-20 14:44:44","",""
"102","140310058","1","4.01","","",NULL,"","2025-10-20 14:44:44","",""
"103","140310058","3","1.89","","",NULL,"","2025-10-20 14:44:44","",""
"104","140310058","4","1.73","","",NULL,"","2025-10-20 14:44:44","",""
"105","140310058","6","4.75","","",NULL,"","2025-10-20 14:44:44","",""
"106","140310058","7","3.23","","",NULL,"","2025-10-20 14:44:44","",""
"107","140310058","8","4.15","","",NULL,"","2025-10-20 14:44:44","",""
"108","140310058","10","2.15","","",NULL,"","2025-10-20 14:44:44","",""
"109","140310058","12","5.52","","",NULL,"","2025-10-20 14:44:44","",""
"110","140310058","14","7.23","","",NULL,"","2025-10-20 14:44:44","",""
"111","140310058","16","8.19","","",NULL,"","2025-10-20 14:44:44","",""
"112","140310058","17","10.08","","",NULL,"","2025-10-20 14:44:44","",""
"113","140310058","18","12.87","","",NULL,"","2025-10-20 14:44:44","",""
"114","140310058","19","9.87","","",NULL,"","2025-10-20 14:44:44","",""
"115","140310058","26","26.02","","",NULL,"","2025-10-20 14:44:44","",""
"116","140310058","30","14.2125","","",NULL,"","2025-10-20 14:44:44","",""
"117","140310058","31","15.65","","",NULL,"","2025-10-20 14:44:44","",""
"118","140310058","32","19.9","","",NULL,"","2025-10-20 14:44:44","",""
"119","140310058","33","7.79","","",NULL,"","2025-10-20 14:44:44","",""
"120","140310058","34","3.72","","",NULL,"","2025-10-20 14:44:44","",""
"121","140310058","37","10.76","","",NULL,"","2025-10-20 14:44:44","",""
"122","140030039","1","4.01","","",NULL,"","2025-10-20 14:44:44","",""
"123","140030039","3","1.89","","",NULL,"","2025-10-20 14:44:44","",""
"124","140030039","4","1.73","","",NULL,"","2025-10-20 14:44:44","",""
"125","140030039","6","4.75","","",NULL,"","2025-10-20 14:44:44","",""
"126","140030039","7","3.23","","",NULL,"","2025-10-20 14:44:44","",""
"127","140030039","8","4.15","","",NULL,"","2025-10-20 14:44:44","",""
"128","140030039","10","2.15","","",NULL,"","2025-10-20 14:44:44","",""
"129","140030039","11","3.61","","",NULL,"","2025-10-20 14:44:44","",""
"130","140030039","12","5.52","","",NULL,"","2025-10-20 14:44:44","",""
"131","140030039","16","8.19","","",NULL,"","2025-10-20 14:44:44","",""
"132","140030039","17","10.08","","",NULL,"","2025-10-20 14:44:44","",""
"133","140030039","18","12.87","","",NULL,"","2025-10-20 14:44:44","",""
"134","140030039","19","9.87","","",NULL,"","2025-10-20 14:44:44","",""
"135","140030039","21","9.01","","",NULL,"","2025-10-20 14:44:44","",""
"136","140030039","30","14.2125","","",NULL,"","2025-10-20 14:44:44","",""
"137","140030039","31","15.65","","",NULL,"","2025-10-20 14:44:44","",""
"138","140030039","32","19.9","","",NULL,"","2025-10-20 14:44:44","",""
"139","140030039","33","7.79","","",NULL,"","2025-10-20 14:44:44","",""
"140","140030039","34","3.72","","",NULL,"","2025-10-20 14:44:44","",""
"141","140030039","38","2.32","","",NULL,"","2025-10-20 14:44:44","",""
"142","140030040","1","4.01","","",NULL,"","2025-10-20 14:44:44","",""
"143","140030040","3","1.89","","",NULL,"","2025-10-20 14:44:44","",""
"144","140030040","4","1.73","","",NULL,"","2025-10-20 14:44:44","",""
"145","140030040","6","4.75","","",NULL,"","2025-10-20 14:44:44","",""
"146","140030040","7","3.23","","",NULL,"","2025-10-20 14:44:44","",""
"147","140030040","8","4.15","","",NULL,"","2025-10-20 14:44:44","",""
"148","140030040","10","2.15","","",NULL,"","2025-10-20 14:44:44","",""
"149","140030040","11","3.61","","",NULL,"","2025-10-20 14:44:44","",""
"150","140030040","12","5.52","","",NULL,"","2025-10-20 14:44:44","",""
"151","140030040","16","8.19","","",NULL,"","2025-10-20 14:44:44","",""
"152","140030040","17","10.08","","",NULL,"","2025-10-20 14:44:44","",""
"153","140030040","18","12.87","","",NULL,"","2025-10-20 14:44:44","",""
"154","140030040","19","9.87","","",NULL,"","2025-10-20 14:44:44","",""
"155","140030040","20","4.8","","",NULL,"","2025-10-20 14:44:44","",""
"156","140030040","21","9.01","","",NULL,"","2025-10-20 14:44:44","",""
"157","140030040","30","14.2125","","",NULL,"","2025-10-20 14:44:44","",""
"158","140030040","31","15.65","","",NULL,"","2025-10-20 14:44:44","",""
"159","140030040","32","19.9","","",NULL,"","2025-10-20 14:44:44","",""
"160","140030040","33","7.79","","",NULL,"","2025-10-20 14:44:44","",""
"161","140030040","34","3.72","","",NULL,"","2025-10-20 14:44:44","",""
"162","140030040","38","2.32","","",NULL,"","2025-10-20 14:44:44","",""
"163","140090143","1","4.01","","",NULL,"","2025-10-20 14:44:44","",""
"164","140090143","3","1.89","","",NULL,"","2025-10-20 14:44:44","",""
"165","140090143","4","1.73","","",NULL,"","2025-10-20 14:44:44","",""
"166","140090143","7","3.23","","",NULL,"","2025-10-20 14:44:44","",""
"167","140090143","8","4.15","","",NULL,"","2025-10-20 14:44:44","",""
"168","140090143","10","2.15","","",NULL,"","2025-10-20 14:44:44","",""
"169","140090143","12","5.52","","",NULL,"","2025-10-20 14:44:44","",""
"170","140090143","15","8.75","","",NULL,"","2025-10-20 14:44:44","",""
"171","140090143","16","8.19","","",NULL,"","2025-10-20 14:44:44","",""
"172","140090143","17","10.08","","",NULL,"","2025-10-20 14:44:44","",""
"173","140090143","18","12.87","","",NULL,"","2025-10-20 14:44:44","",""
"174","140090143","19","9.87","","",NULL,"","2025-10-20 14:44:44","",""
"175","140090143","21","9.01","","",NULL,"","2025-10-20 14:44:44","",""
"176","140090143","25","31.3","","",NULL,"","2025-10-20 14:44:44","",""
"177","140090143","26","18.83","","",NULL,"","2025-10-20 14:44:44","",""
