"id","name","description","status","tags","created_by","created_at","updated_at","deleted_at"
"1","null","","",NULL,"","2025-10-18 11:56:06","",""
"2","unknown","","",NULL,"","2025-10-18 11:56:06","",""
"120300056","فریت سبز","","",NULL,"","2025-10-18 11:56:06","",""
"123000067","فریت مشکی ریز","","",NULL,"","2025-10-18 11:56:06","",""
"120300086","فریت مشکی","","",NULL,"","2025-10-18 11:56:06","",""
"120300052","فریت مشکی گلدیران","","",NULL,"","2025-10-18 11:56:06","",""
