"id","alias","name","technical_id","description","status","tags","created_by","created_at","updated_at","deleted_at"
"120100050","","ترمینال پرچمی ST731017-6","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100051","","ترمینال نری KET  ST740466-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100052","","ترمینال نری KET  ST741176-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100053","","ترمینال نری KET  ST740834-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100054","","ترمینال دهنه ماهی YEONHO YTT500","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100055","","ترمینال مادگی  SYF-41T-P0.5","FAF:YL-Y1     FAF: B450002-4A    JST: syF-41t-p0.5","","0",NULL,"","2025-10-18 11:39:18","",""
"120100056","","ترمینال نری  SYM-41T-P0.5 A","FAF:YL-A1   FAF: B450002-3A     JST: sym-41t-p0.5a","","0",NULL,"","2025-10-18 11:39:18","",""
"120100057","","ترمینال مادگی مولکس (350979812)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100058","","ترمینال نری خاردار 6/3 آبکاری","ST740050-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100059","","ترمینال نری L6-2","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100060","","ترمینال مادگی L6-2","C6201-TP2","","0",NULL,"","2025-10-18 11:39:18","",""
"120100061","","ترمینال نری AMP  177916-1","FAF:B396010-3-II","","0",NULL,"","2025-10-18 11:39:18","",""
"120100062","","ترمینال مادگی KET  ST731016-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100063","","ترمینال نری KET  ST741175-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100064","","ترمینال نری KET  ST741304-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100065","","ترمینال مادگی KET  ST731171-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100066","","ترمینال نری KET  ST740819-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100067","","ترمینال نری KET  ST740833-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100068","","ترمینال نری KET  ST740832-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100069","","ترمینال نری KET  ST740813-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100070","","ترمینال مادگی KET  ST730826-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100073","","ترمینال مهره خور  KET  ST710286-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100074","","ترمینال پرچمی  KET  ST731079-3","HCB:TP1873-6035","","0",NULL,"","2025-10-18 11:39:18","",""
"120100075","","ترمینال مادگی  KET  ST730222-3","0101104578(SF21DKM (6.3) RPK)","","0",NULL,"","2025-10-18 11:39:18","",""
"120100076","","ترمینال مادگی  KET  ST730571-3","KET:ST730571-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100077","","ترمینال نری پرایدی 6/3 آبکاری","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100078","","ترمینال نری  ST741130","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100079","","ترمینال کابلشو ته گرد مسی فیوز (ته گرد)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100081","","ترمینال مادگی  SYF-01T-P0.5","FAF:YL-Y2  FAF: B450002-4B    JST: syF-01t-p0.5","","0",NULL,"","2025-10-18 11:39:18","",""
"120100082","","ترمینال مادگی تلفنی آبکاری شده (ST730099-3)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100084","","ترمینال مادگی 6/3 پشت صاف ابکاری 730268ST","KET  ST730268-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100085","","ترمینال نری پرایدی  6/3 آبکاری    KET: ST740254-3","KET  ST740254-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100087","","ترمینال KET  ST731082-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100088","","ترمینال مادگی KET  ST730569-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110002","","ترمینال XH كد A2501","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110003","","ترمینال نری SM كد C2501-TP2","KET: ST740334-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120110004","","ترمینال مادگی SM كد C2502-TP2","KET: ST730335-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120110005","","ترمینال نری SL پایه کوتاه كد SSM-01T-P1.4","FAF:SL-A","","0",NULL,"","2025-10-18 11:39:18","",""
"120110006","","ترمینال مادگی SL كد SSF-01T-P1.4","FAF:SL-Y-B","","0",NULL,"","2025-10-18 11:39:18","",""
"120110007","","ترمینال نری XM كد SXM-001T-P0.6","FAF:XM-A","","0",NULL,"","2025-10-18 11:39:18","",""
"120110008","","ترمینال مادگی XM كد SXA-001T-P0.6","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110009","","ترمینال نری ATX","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110010","","ترمینال مادگی ATX      5556T2(39000046)","5556-T2","","0",NULL,"","2025-10-18 11:39:18","",""
"120110011","","ترمینال نری لول خاص tye 2705","AMP:350218-1  -LX: LX6N635001-02(350218-1)","","0",NULL,"","2025-10-18 11:39:18","",""
"120110012","","ترمینال مادگی لول خاص","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110013","","ترمینال نری لول خاص كره ای","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110014","","ترمینال BLDC كد HM2010001","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110016","","ترمینال مدار فرمان (شاتر) كد YST025L","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110017","","ترمینال پین پاور مادگی el","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110018","","ترمینال پین پاورهارد ماده DPF","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110019","","ترمینال پین پاورهارد نری DPM","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110020","","ترمینال وایر شو (E0508)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110021","","ترمینال wst كد I25019PS-2","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110022","","ترمینال مكعبی بدون خار مولكس (502179001)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110024","","ترمینال مهره خور 10- سوراخ 8  آبكاری شده","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110025","","ترمینال مهره خور 10- سوراخ 8","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110026","","ترمینال نری ساژم","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110027","","ترمینال مادگی ساژم","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110028","","ترمینال دوشاخ 6 ×2 آبی","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110029","","ترمینال گرد 6-5 * 25 قرمز","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110030","","ترمینال گرد 5*5/5 زرد","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110031","","ترمینال گرد 6 * 5/5 زرد","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110032","","ترمینال نری زیمنس","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110033","","ترمینال مادگی زیمنس","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110034","","ترمینال مادگی hl پایه متوسط كد SSF-21T-P1.4","FAF:SL-Y","","0",NULL,"","2025-10-18 11:39:18","",""
"120110035","","ترمینال نری   sym-01t-p0.5a   yl","FAF:YL-A2  FAF: B450002-3B   HCB: C45002-01RT   JST: sym-01t-p0.5a","","0",NULL,"","2025-10-18 11:39:18","",""
"120110038","","ترمینال نری EL","LHE: C4502-TP2     HXH: HX45003-21RT","","0",NULL,"","2025-10-18 11:39:18","",""
"120110040","","ترمینال دوشاخ 4*1.25 قرمز","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110041","","ترمینال گرد قرمز4 RV 1/25-4S","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110044","","ترمینال كولری قرمز","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110045","","ترمینال گرد قرمز 6","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110047","","ترمینال گرد قرمز5 RV 1/25-5S","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110048","","ترمینال گرد آبی 3 Rv 2-3.2","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110049","","ترمینال گرد آبی4 RV 2-4s","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110050","","ترمینال مادگی پایه بلند ATX (5556T-39000038)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110053","","ترمینال MOLEX  0190020021","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110054","","ترمینال ادگی 6/3 ابکاری","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110055","","ترمینال CT 1140","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110056","","ترمینال KET  ST730459-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110057","","ترمینال نری KET  ST730948-3 (50008-21)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110058","","ترمینال مادگی KET  ST730869-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110059","","ترمینال MOLEX  (0039000160) 5263PBT","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110060","","ترمینال KET  ST730460-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110062","","ترمینال KET  ST740464-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110063","","ترمینال 8000-50212(EH-PT)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110064","","ترمینال MOLEX  50539-8000 VHT","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110065","","ترمینال KET  ST760322-2","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110066","","ترمینال KET  ST741266-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110067","","ترمینال NRF-28090019","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110069","","ترمینال YEONHO 25045TS","FAF:SX003-T1","","0",NULL,"","2025-10-18 11:39:18","",""
"120110070","","ترمینال KET  ST781321-1","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110071","","ترمینال گرد قرمز 8","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110072","","ترمینال گرد قرمز 3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110073","","ترمینال نری  PBT  5263","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110074","","ترمینال نری ZUCH  TP25095M-3 (945291203)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110076","","ترمینال نری YTT500 (50008-01)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110078","","ترمینال دو راهی قرمز","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110080","","ترمینال نری لول 3/5","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110082","","ترمینال مادگی KET ST730838-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110083","","ترمینال نری YEONHO 25045TP","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110084","","ترمینال مكعبی خاردار كد YEONHO YT396(J)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110085","","ترمینال KET ST731262-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110086","","ترمینال مادگی KET ST731172-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110087","","ترمینال نری SL پایه متوسط كد SSM-21T-P1.4","FAF:SL-A-G","","0",NULL,"","2025-10-18 11:39:18","",""
"120110088","","ترمینال وایر شو (E7508)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110089","","ترمینال نری *","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100119","","ترمینال نری KET ST740691-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100120","","ترمینال مادگی 5-170063-2 AMP","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100121","","ترمینال مادگی 5-170063-3 AMP","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100122","","ترمینال نری 1-173681","AHI:AH6210-1.2S       AMP: 173681-1","","0",NULL,"","2025-10-18 11:39:18","",""
"120100123","","ترمینال نری 1-1674742","AHI: DJ614B-1S    Tyco:1674742-1","","0",NULL,"","2025-10-18 11:39:18","",""
"120100124","","ترمینال نری پایه کوتاه 1-142754","DJ614-2.8*0.8A","","0",NULL,"","2025-10-18 11:39:18","",""
"120100125","","ترمینال مادگی 1-144969","AHI: AH628-0.7A","","0",NULL,"","2025-10-18 11:39:18","",""
"120100126","","ترمینال دهنه ماهی 3-927768","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100128","","ترمینال مادگی 6/3 پشت صاف پایه کوتاه ST730267-1","MET:MT530267-1     KET:ST730267-1","","0",NULL,"","2025-10-18 11:39:18","",""
"120100129","","ترمینال مادگی 986581211","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100130","","ترمینال نری پایه کوتاه پژویی","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100131","","ترمینال نری 6/3 پشت صاف خاردار","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110098","","ترمینال KET  ST750207-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110099","","ترمینال KET  ST730205-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110100","","ترمینال KET  ST730306-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100116","","ترمینال KET  ST780242-2","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110097","","ترمینال نری SMT025","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100117","","ترمینال مادگی KET ST730822-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100118","","ترمینال نری KET ST740144-1","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100089","","ترمینال مادگی SCS-PT1","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100090","","ترمینال مادگی TJC2--PT","HXH:75003-PTHCB: C50008-01PT","","0",NULL,"","2025-10-18 11:39:18","",""
"120100091","","ترمینال مادگی U","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110095","","ترمینال پاور معمولی","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100093","","ترمینال مهره خور  SRA-51T-4  JST","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100094","","ترمینال مادگی AMP 1742198-1","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100095","","ترمینال مادگی HC624-6/3 B","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100105","","ترمینال مادگی KET ST730568-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100096","","ترمینال مادگی HC621-6/3 C","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100097","","ترمینال مادگی  HC629-2/8 B","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100098","","ترمینال مادگی HC623-6/3 C-C","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100099","","ترمینال دهانه ماهی افقی پایه بلند","LX: LX6H500010-03(927865-1)  HCB: C50003-03PT","","0",NULL,"","2025-10-18 11:39:18","",""
"120100100","","ترمینال دهانه ماهی عمودی پایه کوتاه","LX: LX6N500009-01(927831-1)   HCB: C50003-13PT","","0",NULL,"","2025-10-18 11:39:18","",""
"120100101","","ترمینال دهانه ماهی پایه کوتاه HCB 7.731.376-2","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100102","","ترمینال دهانه ماهی پایه کوتاه HCB 7.731.376-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100103","","ترمینال نری HC211-2/1 A","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100104","","ترمینال پرچمی HC631-6/3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100106","","ترمینال مادگی KET ST730567-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100107","","ترمینال مادگی KET ST731394-3M","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110096","","ترمینال YST200","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100108","","ترمینال مادگی تلفنی خاردار","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100115","","ترمینال پرچمی 6/3 کلیددار TB2218","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100109","","ترمینال DS1104-1","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100110","","ترمینال DS1106-1","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100111","","ترمینال DS1107-1","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100112","","ترمینال MOLEX 35760-7100","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100113","","ترمینال مادگی  SCS-RT (PT2) امانی","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100114","","ترمینال مادگی TJC2-PT امانی","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110090","","ترمینال KET  ST730058-2","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110091","","ترمینال نری 5558T2 (0039000048)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110093","","ترمینال نری ژاپنی","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110094","","ترمینال مادگی ژاپنی","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110092","","ترمینال پین پاورنری el","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100092","","ترمینال مادگی  SCS-RT(PT2)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110207","","ترمینال 6/3 پشت نری آبکاری شده کلیددار","HCB: TP2502-3028","","0",NULL,"","2025-10-18 11:39:18","",""
"120110208","","ترمینال 4/8 پشت نری آبکاری شده","HCB: TP1871-3025","","0",NULL,"","2025-10-18 11:39:18","",""
"120100086","","ترمینال نری","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100227","","ترمینال مادگی ?TYPE90","""MT530365-3ST730365-3""","","0",NULL,"","2025-10-18 11:39:18","",""
"120100229","","""ترمینال نری پایه بلندMIC IV""   به درخواست خودرویی غیر فعال شد.","""DJ614-2.8×0.8BAMP: 142755-1""","","0",NULL,"","2025-10-18 11:39:18","",""
"120100312","","""ترمینال نری (0.85-0.5)MIC-M/1  ""","172779-1","","0",NULL,"","2025-10-18 11:39:18","",""
"120100313","","""ترمینال نری (2-1.25)MIC-M/2""","172777-1","","0",NULL,"","2025-10-18 11:39:18","",""
"120100317","","ترمینال فیوز پیوسته 2تایی پایه کوتاه","PP0131901","","0",NULL,"","2025-10-18 11:39:18","",""
"120100322","","ترمینال مادگی پایه بلند  atx( 39000077)","5556-T3","","0",NULL,"","2025-10-18 11:39:18","",""
"120110191","","ترمینال مادگی پاور کامپیوتر XY-B-014","XY-B-014","","0",NULL,"","2025-10-18 11:39:18","",""
"120110192","","ترمینال مادگی پاور کامپیوتر XY-B-015","XY-B-015","","0",NULL,"","2025-10-18 11:39:18","",""
"120100303","","ترمینال نری پایه بلند MIC IV","AHI: AH614-2.8*0.8D","","0",NULL,"","2025-10-18 11:39:18","",""
"120110200","","ترمینال پرچمی 4.8 آبکاری شده پایه خاص(دهنه 0.5)","HCB:TP1873-0035     KET: ST730220-2","","0",NULL,"","2025-10-18 11:39:18","",""
"120110201","","ترمینال پشت چاکدار خاردار نکدار پایه بلند","TKS1226","","0",NULL,"","2025-10-18 11:39:18","",""
"120110202","","ترمینال میله ای نری","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110203","","ترمینال دو شاخ SVS 2-5","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110204","","ترمینال دو شاخ SVS 1.25-4","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110205","","ترمینال دو شاخ SVS 2-4","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100325","","ترمینال مادگی سایز 5-3","FCI:211CC3S3120    AHI:AH627-2.8*0.8D","","0",NULL,"","2025-10-18 11:39:18","",""
"120100326","","ترمینال مادگی سایز 5-3","AMP:173630-1   LHE:6218021078","","0",NULL,"","2025-10-18 11:39:18","",""
"120100327","","ترمینال مادگی","BOSCH:1928498056   LHE:6228011134","","0",NULL,"","2025-10-18 11:39:18","",""
"120100328","","ترمینال آبکاری  tks 1316","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100329","","ترمینال مادگی پایه متوسط 1.3-0.8","FCI:211CC2S4160   LHE : 6215021054","","0",NULL,"","2025-10-18 11:39:18","",""
"120100330","","ترمینال مادگی پایه کوتاه TH/.025","AMP:1123343-1   LHE:6206420006","","0",NULL,"","2025-10-18 11:39:18","",""
"120100331","","ترمینال مادگی پایه کوتاه CPM4","144180-1   AH624-2.8*0.8A","","0",NULL,"","2025-10-18 11:39:18","",""
"120100332","","ترمینال مادگی  پایه متوسط CPM4","AMP:144181-1     AHI:AH624-2.8×0.8D","","0",NULL,"","2025-10-18 11:39:18","",""
"120100333","","ترمینال مادگی پایه پایه بلند CPM4","142753-2","","0",NULL,"","2025-10-18 11:39:18","",""
"120100334","","ترمینال نری پایه کوتاه 0.5-0.3","AMP:368088-1   LHE:6123020111","","0",NULL,"","2025-10-18 11:39:18","",""
"120100335","","ترمینال نری پایه متوسط 1-0.85","AMP:368087-1   LHE:6123022112","","0",NULL,"","2025-10-18 11:39:18","",""
"120100336","","ترمینال نری پایه بلند 2.5-2","AMP:368086-1 LHE : 6123023113","","0",NULL,"","2025-10-18 11:39:18","",""
"120100337","","ترمینال شانه ای JPT سایز 2.00-1.25","0-927766-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100338","","ترمینال شانه ای MT II سایز 0.2-0.5","0-962876-1   6215011057","","0",NULL,"","2025-10-18 11:39:18","",""
"120100339","","ترمینال مادگی","5-962885-1","","0",NULL,"","2025-10-18 11:39:18","",""
"120100340","","ترمینال مادگی TLC","6619228BSS","","0",NULL,"","2025-10-18 11:39:18","",""
"120100344","","ترمینال مادگی پشت خاردار","42100-2","","0",NULL,"","2025-10-18 11:39:18","",""
"120100345","","ترمینال مهره خور 8 سایز 8-4.8","ST710263-2","","0",NULL,"","2025-10-18 11:39:18","",""
"120100346","","ترمینال مهره خور 8 سایز 3-1.25","ST710448-2","","0",NULL,"","2025-10-18 11:39:18","",""
"120110206","","ترمینال مهره خور 6 پایه بلند آبکاری","ST710546-2","","0",NULL,"","2025-10-18 11:39:18","",""
"120100350","","ترمینال مادگی بزرگ پایه کوتاه","211CC3S1160","","0",NULL,"","2025-10-18 11:39:18","",""
"120100353","","ترمینال مادگی سوکت ایربگ","1411576-1","","0",NULL,"","2025-10-18 11:39:18","",""
"120100356","","ترمینال سوکت ایربگ(راست)","SSQSK-A03GJ-P-R","","0",NULL,"","2025-10-18 11:39:18","",""
"120100357","","ترمینال سوکت ایربگ(چپ)","SSQSK-A03GJ-P-L","","0",NULL,"","2025-10-18 11:39:18","",""
"120100358","","ترمینال مادگی TJC25014B","CWB:TJC25014B","","0",NULL,"","2025-10-18 11:39:18","",""
"120100359","","ترمینال مادگی  کلیددار آبکاری ST731261-3","KET: ST731261-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100360","","ترمینال TP3962M-3(4018)","ZUCH: TP3962M-3(4018)","","0",NULL,"","2025-10-18 11:39:18","",""
"120100361","","ترمینال مادگی کلید دار HX4.8GS-21T","HXH: HX4.8GS-21T","","0",NULL,"","2025-10-18 11:39:18","",""
"120100362","","ترمینال نری پهن پایه بلند","AH617-2.8X0.8D       211CL3S3120","","0",NULL,"","2025-10-18 11:39:18","",""
"120100363","","ترمینال مادگی پایه کوتاه","AH625-0.7A     M34S75C4F2","","0",NULL,"","2025-10-18 11:39:18","",""
"120100364","","ترمینال مادگی شانه ای دو لبه پایه  متوسط (1-3)","AH629-E6.3C2    144617-1","","0",NULL,"","2025-10-18 11:39:18","",""
"120100365","","ترمینال نری پایه کوتاه","173682    DJ612C-1X0.6A","","0",NULL,"","2025-10-18 11:39:18","",""
"120110209","","ترمینال YT250","YEONHO: YT250","","0",NULL,"","2025-10-18 11:39:18","",""
"120100366","","ترمینال مهره خور 5 آبکاری","KET: ST710197-2     -    FAF: C530002-4","","0",NULL,"","2025-10-18 11:39:18","",""
"120100367","","ترمینال مادگی SC41202-005A","sh: SC41202-005A","","0",NULL,"","2025-10-18 11:39:18","",""
"120100368","","ترمینال نری SC42205-005A","sh: SC42205-005A","","0",NULL,"","2025-10-18 11:39:18","",""
"120100371","","ترمینال مادگی پایه بلند ST731083-3","KET: ST731083-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100372","","ترمینال  TKS 1327","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100373","","ترمینال  ST780802-3","KET:ST780802-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100374","","ترمینال    ST780803-3","KET:ST780803-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100375","","ترمینال   ST780801-3","KET:ST780801-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100376","","ترمینال   3- 927831","AMP: 927831-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100377","","ترمینال مادگی 6/3 آبکاری پایه کوتاه TP2501-1028","HCB: TP2501-1028","","0",NULL,"","2025-10-18 11:39:18","",""
"120100380","","ترمینال كلمپ متوسط اسپیلایس آبکاری(ST760320-2)","MESA: ST760320-2","","0",NULL,"","2025-10-18 11:39:18","",""
"120100381","","280708-2  ترمینال مادگی","AMP: 280708-2    LHE: A2543TP-TPE","","0",NULL,"","2025-10-18 11:39:18","",""
"120100382","","282618-1 ترمینال نری","AMP: 282618-1       LHE: A2543TMA-PM","","0",NULL,"","2025-10-18 11:39:18","",""
"120100383","","ترمینال مادگی شانه ای دولبه","AHI: AH629-E6.3B2","","0",NULL,"","2025-10-18 11:39:18","",""
"120100385","","ترمینال نری پرایدی  6/3 آبکاری پایه کوتاه","KET: ST740253-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100387","","ترمینال مادگی ST730625-3","KET: ST730625-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100388","","ترمینال مادگی ST730371-1","KET: ST730371-1","","0",NULL,"","2025-10-18 11:39:18","",""
"120100389","","430310001 ترمینال نری","MOLEX: 430310001","","0",NULL,"","2025-10-18 11:39:18","",""
"120100390","","430300001  ترمینال مادگی","MOLEX: 430300001","","0",NULL,"","2025-10-18 11:39:18","",""
"120100394","","ترمینال مادگی 1-917683","AMP: 917683-1","","0",NULL,"","2025-10-18 11:39:18","",""
"120100395","","ترمینال نری 1-917765","AMP: 917765-1    LX: LX6N250001-01      HCB : C25002-01RT","","0",NULL,"","2025-10-18 11:39:18","",""
"120110210","","ترمینال  نری کوتاه 6/3","TE2307-R   برند MESA","","0",NULL,"","2025-10-18 11:39:18","",""
"120100398","","ترمینال نری L6.2 (C6202-TP2)","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100399","","ترمینال مادگی آبکاری  ST730901-3","THB: 0100312  KET: ST730901-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100401","","ترمینال نری خاردار ST740386-3","KET: ST740386-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100402","","ترمینال مادگی 183035-1","AMP: 183035-1","","0",NULL,"","2025-10-18 11:39:18","",""
"120100405","","ترمینال پایه متوسط DJ629-6.3×0.8b","ZJZ: DJ629-6.3×0.8b","","0",NULL,"","2025-10-18 11:39:18","",""
"120100406","","ترمینال پایه بلند DJ629-6.3×0.8c","ZJZ:DJ629-6.3×0.8c","","0",NULL,"","2025-10-18 11:39:18","",""
"120100407","","ترمینال مادگی فیوزی سایز (3-2)","KET: ST780418-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100408","","ترمینال مادگی فیوزی سایز (1.25-2)","KET: ST780419-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100409","","ترمینال فیوزی سایز (1.25-2)","KET: ST780416-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100410","","ترمینال مادگی فیوزی سایز (3-5)","KET: ST780417-3","","0",NULL,"","2025-10-18 11:39:18","",""
