"id","date","product_id","quantity","description","status","tags","created_by","created_at","updated_at","deleted_at"
"149","2025/05/18","140310058","1000","","",NULL,"","2025-10-19 11:10:32","",""
"150","2025/05/18","140310096","950","","",NULL,"","2025-10-19 11:10:32","",""
"151","2025/05/18","141320055","1200","","",NULL,"","2025-10-19 11:10:32","",""
"152","2025/05/19","140310007","1800","","",NULL,"","2025-10-19 11:10:32","",""
"153","2025/05/19","140310096","1000","","",NULL,"","2025-10-19 11:10:32","",""
"154","2025/05/19","141320055","2500","","",NULL,"","2025-10-19 11:10:32","",""
"155","2025/05/20","140310007","1600","","",NULL,"","2025-10-19 11:10:32","",""
"156","2025/05/20","140310071","2050","","",NULL,"","2025-10-19 11:10:32","",""
"157","2025/05/20","140310083","700","","",NULL,"","2025-10-19 11:10:32","",""
"158","2025/05/21","140010117","975","","",NULL,"","2025-10-19 11:10:32","",""
"159","2025/05/21","140310007","2600","","",NULL,"","2025-10-19 11:10:32","",""
"160","2025/05/21","140310058","800","","",NULL,"","2025-10-19 11:10:32","",""
"161","2025/05/21","140310071","300","","",NULL,"","2025-10-19 11:10:32","",""
"162","2025/05/21","140310083","1000","","",NULL,"","2025-10-19 11:10:32","",""
"163","2025/05/21","141320055","1600","","",NULL,"","2025-10-19 11:10:32","",""
"164","2025/05/22","140010117","475","","",NULL,"","2025-10-19 11:10:32","",""
"165","2025/05/22","140010230","100","","",NULL,"","2025-10-19 11:10:32","",""
"166","2025/05/22","140310007","800","","",NULL,"","2025-10-19 11:10:32","",""
"167","2025/05/22","140310071","550","","",NULL,"","2025-10-19 11:10:32","",""
"168","2025/05/22","140310083","900","","",NULL,"","2025-10-19 11:10:32","",""
"169","2025/05/22","141320055","1000","","",NULL,"","2025-10-19 11:10:32","",""
"170","2025/05/24","140010117","825","","",NULL,"","2025-10-19 11:10:32","",""
"171","2025/05/24","140310007","1000","","",NULL,"","2025-10-19 11:10:32","",""
"172","2025/05/24","140310058","400","","",NULL,"","2025-10-19 11:10:32","",""
"173","2025/05/24","140310071","1400","","",NULL,"","2025-10-19 11:10:32","",""
"174","2025/05/24","140310083","1500","","",NULL,"","2025-10-19 11:10:32","",""
"175","2025/05/24","141320055","3900","","",NULL,"","2025-10-19 11:10:32","",""
"176","2025/05/25","140010117","1275","","",NULL,"","2025-10-19 11:10:32","",""
"177","2025/05/25","140030039","300","","",NULL,"","2025-10-19 11:10:32","",""
"178","2025/05/25","140310007","400","","",NULL,"","2025-10-19 11:10:32","",""
"179","2025/05/25","140310058","700","","",NULL,"","2025-10-19 11:10:32","",""
"180","2025/05/25","140310071","400","","",NULL,"","2025-10-19 11:10:32","",""
"181","2025/05/25","140310083","1100","","",NULL,"","2025-10-19 11:10:32","",""
"182","2025/05/25","140310096","900","","",NULL,"","2025-10-19 11:10:32","",""
"183","2025/05/25","140450027","440","","",NULL,"","2025-10-19 11:10:32","",""
"184","2025/05/25","141320055","2000","","",NULL,"","2025-10-19 11:10:32","",""
"185","2025/05/26","140010117","900","","",NULL,"","2025-10-19 11:10:32","",""
"186","2025/05/26","140030039","600","","",NULL,"","2025-10-19 11:10:32","",""
"187","2025/05/26","140310007","300","","",NULL,"","2025-10-19 11:10:32","",""
"188","2025/05/26","140310071","1200","","",NULL,"","2025-10-19 11:10:32","",""
"189","2025/05/26","140310083","1000","","",NULL,"","2025-10-19 11:10:32","",""
"190","2025/05/26","140310096","250","","",NULL,"","2025-10-19 11:10:32","",""
"191","2025/05/26","140450027","960","","",NULL,"","2025-10-19 11:10:32","",""
"192","2025/05/26","141320055","2400","","",NULL,"","2025-10-19 11:10:32","",""
"193","2025/05/27","140010117","225","","",NULL,"","2025-10-19 11:10:32","",""
"194","2025/05/27","140030039","1200","","",NULL,"","2025-10-19 11:10:32","",""
"195","2025/05/27","140030040","500","","",NULL,"","2025-10-19 11:10:32","",""
"196","2025/05/27","140310071","1450","","",NULL,"","2025-10-19 11:10:32","",""
"197","2025/05/27","140310083","1600","","",NULL,"","2025-10-19 11:10:32","",""
"198","2025/05/27","140450027","1760","","",NULL,"","2025-10-19 11:10:32","",""
"199","2025/05/27","141320055","2700","","",NULL,"","2025-10-19 11:10:32","",""
"200","2025/05/28","140010117","1275","","",NULL,"","2025-10-19 11:10:32","",""
"201","2025/05/28","140010255","500","","",NULL,"","2025-10-19 11:10:32","",""
"202","2025/05/28","140030039","1200","","",NULL,"","2025-10-19 11:10:32","",""
"203","2025/05/28","140030040","1500","","",NULL,"","2025-10-19 11:10:32","",""
"204","2025/05/28","140310071","1350","","",NULL,"","2025-10-19 11:10:32","",""
"205","2025/05/28","140310083","1400","","",NULL,"","2025-10-19 11:10:32","",""
"206","2025/05/28","140310096","450","","",NULL,"","2025-10-19 11:10:32","",""
"207","2025/05/28","140450027","200","","",NULL,"","2025-10-19 11:10:32","",""
"208","2025/05/28","140450035","750","","",NULL,"","2025-10-19 11:10:32","",""
"209","2025/05/28","141320055","1900","","",NULL,"","2025-10-19 11:10:32","",""
"210","2025/05/31","140010117","300","","",NULL,"","2025-10-19 11:10:32","",""
"211","2025/05/31","140010230","2550","","",NULL,"","2025-10-19 11:10:32","",""
"212","2025/05/31","140030039","800","","",NULL,"","2025-10-19 11:10:32","",""
"213","2025/05/31","140030040","1500","","",NULL,"","2025-10-19 11:10:32","",""
"214","2025/05/31","140310071","950","","",NULL,"","2025-10-19 11:10:32","",""
"215","2025/05/31","140310083","800","","",NULL,"","2025-10-19 11:10:32","",""
"216","2025/05/31","140530039","2400","","",NULL,"","2025-10-19 11:10:32","",""
"217","2025/06/01","140010117","300","","",NULL,"","2025-10-19 11:10:32","",""
"218","2025/06/01","140010230","450","","",NULL,"","2025-10-19 11:10:32","",""
"219","2025/06/01","140030039","1700","","",NULL,"","2025-10-19 11:10:32","",""
"220","2025/06/01","140030040","200","","",NULL,"","2025-10-19 11:10:32","",""
"221","2025/06/01","140310071","1800","","",NULL,"","2025-10-19 11:10:32","",""
"222","2025/06/01","140310083","1600","","",NULL,"","2025-10-19 11:10:32","",""
"223","2025/06/01","140640007","800","","",NULL,"","2025-10-19 11:10:32","",""
"224","2025/06/01","140530039","2400","","",NULL,"","2025-10-19 11:10:32","",""
"225","2025/06/02","140010117","1200","","",NULL,"","2025-10-19 11:10:32","",""
"226","2025/06/02","140020181","100","","",NULL,"","2025-10-19 11:10:32","",""
"227","2025/06/02","140030039","400","","",NULL,"","2025-10-19 11:10:32","",""
"228","2025/06/02","140030040","600","","",NULL,"","2025-10-19 11:10:32","",""
"229","2025/06/02","140310071","1550","","",NULL,"","2025-10-19 11:10:32","",""
"230","2025/06/02","140310083","2200","","",NULL,"","2025-10-19 11:10:32","",""
"231","2025/06/02","140450027","49","","",NULL,"","2025-10-19 11:10:32","",""
"232","2025/06/02","140450035","64","","",NULL,"","2025-10-19 11:10:32","",""
"233","2025/06/02","140640007","1400","","",NULL,"","2025-10-19 11:10:32","",""
"234","2025/06/02","140530039","2100","","",NULL,"","2025-10-19 11:10:32","",""
"235","2025/06/08","140010117","450","","",NULL,"","2025-10-19 11:10:32","",""
"236","2025/06/08","140310083","2500","","",NULL,"","2025-10-19 11:10:32","",""
"237","2025/06/08","140640007","1300","","",NULL,"","2025-10-19 11:10:32","",""
"238","2025/06/08","141320055","2800","","",NULL,"","2025-10-19 11:10:32","",""
"239","2025/06/09","140010117","1500","","",NULL,"","2025-10-19 11:10:32","",""
"240","2025/06/09","140030039","1200","","",NULL,"","2025-10-19 11:10:32","",""
"241","2025/06/09","140310071","500","","",NULL,"","2025-10-19 11:10:32","",""
"242","2025/06/09","140310083","1200","","",NULL,"","2025-10-19 11:10:32","",""
"243","2025/06/09","140640007","1200","","",NULL,"","2025-10-19 11:10:32","",""
"244","2025/06/09","141320055","2400","","",NULL,"","2025-10-19 11:10:32","",""
"245","2025/06/10","140010117","1050","","",NULL,"","2025-10-19 11:10:32","",""
"246","2025/06/10","140030039","900","","",NULL,"","2025-10-19 11:10:32","",""
"247","2025/06/10","140310071","2000","","",NULL,"","2025-10-19 11:10:32","",""
"248","2025/06/10","140310083","1100","","",NULL,"","2025-10-19 11:10:32","",""
"249","2025/06/10","140640007","2300","","",NULL,"","2025-10-19 11:10:32","",""
"250","2025/06/10","140530039","1700","","",NULL,"","2025-10-19 11:10:32","",""
"251","2025/06/22","140010117","750","","",NULL,"","2025-10-19 11:10:32","",""
"252","2025/06/22","140310071","4800","","",NULL,"","2025-10-19 11:10:32","",""
"253","2025/06/22","140310083","1400","","",NULL,"","2025-10-19 11:10:32","",""
"254","2025/06/22","140640007","1900","","",NULL,"","2025-10-19 11:10:32","",""
"255","2025/06/22","140530039","1400","","",NULL,"","2025-10-19 11:10:32","",""
"256","2025/06/22","141320055","1100","","",NULL,"","2025-10-19 11:10:32","",""
"257","2025/06/23","140010117","300","","",NULL,"","2025-10-19 11:10:32","",""
"258","2025/06/23","140310071","2600","","",NULL,"","2025-10-19 11:10:32","",""
"259","2025/06/23","141320055","2200","","",NULL,"","2025-10-19 11:10:32","",""
"260","2025/06/24","140010117","150","","",NULL,"","2025-10-19 11:10:32","",""
"261","2025/06/24","140010255","500","","",NULL,"","2025-10-19 11:10:32","",""
"262","2025/06/24","140310071","2700","","",NULL,"","2025-10-19 11:10:32","",""
"263","2025/06/24","140640007","1300","","",NULL,"","2025-10-19 11:10:32","",""
"264","2025/06/24","141320055","1900","","",NULL,"","2025-10-19 11:10:32","",""
"265","2025/06/25","140030039","1200","","",NULL,"","2025-10-19 11:10:32","",""
"266","2025/06/25","140310071","5200","","",NULL,"","2025-10-19 11:10:32","",""
"267","2025/06/25","140640007","950","","",NULL,"","2025-10-19 11:10:32","",""
"268","2025/06/28","140030039","700","","",NULL,"","2025-10-19 11:10:32","",""
"269","2025/06/28","140030040","1300","","",NULL,"","2025-10-19 11:10:32","",""
"270","2025/06/28","140310071","2900","","",NULL,"","2025-10-19 11:10:32","",""
"271","2025/06/28","140640007","400","","",NULL,"","2025-10-19 11:10:32","",""
"272","2025/06/28","141320055","400","","",NULL,"","2025-10-19 11:10:32","",""
"273","2025/06/29","140030039","200","","",NULL,"","2025-10-19 11:10:32","",""
"274","2025/06/29","140030040","700","","",NULL,"","2025-10-19 11:10:32","",""
"275","2025/06/29","140310071","2250","","",NULL,"","2025-10-19 11:10:32","",""
"276","2025/06/29","140310083","700","","",NULL,"","2025-10-19 11:10:32","",""
"277","2025/06/29","140640007","250","","",NULL,"","2025-10-19 11:10:32","",""
"278","2025/06/29","140530039","200","","",NULL,"","2025-10-19 11:10:32","",""
"279","2025/06/29","141320055","1300","","",NULL,"","2025-10-19 11:10:32","",""
"280","2025/06/30","140030040","800","","",NULL,"","2025-10-19 11:10:32","",""
"281","2025/06/30","140310071","1500","","",NULL,"","2025-10-19 11:10:32","",""
"282","2025/06/30","140310083","400","","",NULL,"","2025-10-19 11:10:32","",""
"283","2025/06/30","140530039","200","","",NULL,"","2025-10-19 11:10:32","",""
"284","2025/06/30","141320055","2200","","",NULL,"","2025-10-19 11:10:32","",""
"285","2025/07/01","140010117","600","","",NULL,"","2025-10-19 11:10:32","",""
"286","2025/07/01","140030040","200","","",NULL,"","2025-10-19 11:10:32","",""
"289","2025/07/01","140310071","2400","","",NULL,"","2025-10-19 11:10:32","",""
"291","2025/07/01","140310083","400","","",NULL,"","2025-10-19 11:10:32","",""
"294","2025/07/01","140550019","1000","","",NULL,"","2025-10-19 11:10:32","",""
"295","2025/07/02","140010117","225","","",NULL,"","2025-10-19 11:10:32","",""
"296","2025/07/02","140010230","300","","",NULL,"","2025-10-19 11:10:32","",""
"297","2025/07/02","140030039","800","","",NULL,"","2025-10-19 11:10:32","",""
"298","2025/07/02","140030040","900","","",NULL,"","2025-10-19 11:10:32","",""
"299","2025/07/02","140310071","1150","","",NULL,"","2025-10-19 11:10:32","",""
"300","2025/07/02","140310083","200","","",NULL,"","2025-10-19 11:10:32","",""
"301","2025/07/02","140450047","500","","",NULL,"","2025-10-19 11:10:32","",""
"302","2025/07/02","140550019","600","","",NULL,"","2025-10-19 11:10:32","",""
"303","2025/07/02","141320055","1100","","",NULL,"","2025-10-19 11:10:32","",""
"304","2025/07/07","140030039","600","","",NULL,"","2025-10-19 11:10:32","",""
"305","2025/07/07","140030040","600","","",NULL,"","2025-10-19 11:10:32","",""
"306","2025/07/07","140310071","1500","","",NULL,"","2025-10-19 11:10:32","",""
"307","2025/07/07","141320055","1000","","",NULL,"","2025-10-19 11:10:32","",""
"308","2025/07/08","140030039","600","","",NULL,"","2025-10-19 11:10:32","",""
"309","2025/07/08","140030040","700","","",NULL,"","2025-10-19 11:10:32","",""
"310","2025/07/08","140310071","1200","","",NULL,"","2025-10-19 11:10:32","",""
"311","2025/07/08","140310083","400","","",NULL,"","2025-10-19 11:10:32","",""
"312","2025/07/08","140550019","800","","",NULL,"","2025-10-19 11:10:32","",""
"313","2025/07/08","141320055","1000","","",NULL,"","2025-10-19 11:10:32","",""
"314","2025/07/09","140010230","1300","","",NULL,"","2025-10-19 11:10:32","",""
"315","2025/07/09","140030040","200","","",NULL,"","2025-10-19 11:10:32","",""
"316","2025/07/09","140310007","1000","","",NULL,"","2025-10-19 11:10:32","",""
"317","2025/07/09","140310071","1800","","",NULL,"","2025-10-19 11:10:32","",""
"318","2025/07/09","141320055","200","","",NULL,"","2025-10-19 11:10:32","",""
"319","2025/07/12","140010230","500","","",NULL,"","2025-10-19 11:10:32","",""
"320","2025/07/12","140310007","800","","",NULL,"","2025-10-19 11:10:32","",""
"321","2025/07/12","140310071","2050","","",NULL,"","2025-10-19 11:10:32","",""
"322","2025/07/12","140310083","800","","",NULL,"","2025-10-19 11:10:32","",""
"323","2025/07/12","140550019","600","","",NULL,"","2025-10-19 11:10:32","",""
"324","2025/07/13","140010230","500","","",NULL,"","2025-10-19 11:10:32","",""
"325","2025/07/13","140310007","1000","","",NULL,"","2025-10-19 11:10:32","",""
"326","2025/07/13","140310083","800","","",NULL,"","2025-10-19 11:10:32","",""
"327","2025/07/13","140450047","40","","",NULL,"","2025-10-19 11:10:32","",""
"328","2025/07/13","140550019","800","","",NULL,"","2025-10-19 11:10:32","",""
"329","2025/07/13","141320055","1400","","",NULL,"","2025-10-19 11:10:32","",""
"330","2025/07/14","140010230","350","","",NULL,"","2025-10-19 11:10:32","",""
"331","2025/07/14","140310007","1300","","",NULL,"","2025-10-19 11:10:32","",""
"332","2025/07/14","140550019","600","","",NULL,"","2025-10-19 11:10:32","",""
"333","2025/07/14","140530039","2600","","",NULL,"","2025-10-19 11:10:32","",""
"334","2025/07/15","140310071","2250","","",NULL,"","2025-10-19 11:10:32","",""
"335","2025/07/15","140640007","1800","","",NULL,"","2025-10-19 11:10:32","",""
"336","2025/07/15","140550019","600","","",NULL,"","2025-10-19 11:10:32","",""
"337","2025/07/16","140030040","300","","",NULL,"","2025-10-19 11:10:32","",""
"338","2025/07/16","140310071","500","","",NULL,"","2025-10-19 11:10:32","",""
"339","2025/07/16","140310083","1100","","",NULL,"","2025-10-19 11:10:32","",""
"340","2025/07/16","140640007","1200","","",NULL,"","2025-10-19 11:10:32","",""
"341","2025/07/16","140550019","500","","",NULL,"","2025-10-19 11:10:32","",""
"342","2025/07/16","141320055","1500","","",NULL,"","2025-10-19 11:10:32","",""
"343","2025/07/19","140010230","360","","",NULL,"","2025-10-19 11:10:32","",""
"344","2025/07/19","140310071","1200","","",NULL,"","2025-10-19 11:10:32","",""
"345","2025/07/19","140450047","100","","",NULL,"","2025-10-19 11:10:32","",""
"346","2025/07/19","140550019","950","","",NULL,"","2025-10-19 11:10:32","",""
"347","2025/07/19","140530039","2300","","",NULL,"","2025-10-19 11:10:32","",""
"348","2025/07/20","140310007","4200","","",NULL,"","2025-10-19 11:10:32","",""
"349","2025/07/20","140310031","900","","",NULL,"","2025-10-19 11:10:32","",""
"350","2025/07/21","140010230","200","","",NULL,"","2025-10-19 11:10:32","",""
"351","2025/07/21","140030039","300","","",NULL,"","2025-10-19 11:10:32","",""
"352","2025/07/21","140030040","600","","",NULL,"","2025-10-19 11:10:32","",""
"353","2025/07/21","140310007","1100","","",NULL,"","2025-10-19 11:10:32","",""
"354","2025/07/21","140640007","50","","",NULL,"","2025-10-19 11:10:32","",""
"355","2025/07/21","140550019","650","","",NULL,"","2025-10-19 11:10:32","",""
"356","2025/07/21","141320055","2000","","",NULL,"","2025-10-19 11:10:32","",""
"357","2025/07/22","140010230","600","","",NULL,"","2025-10-19 11:10:32","",""
"358","2025/07/22","140030039","400","","",NULL,"","2025-10-19 11:10:32","",""
"359","2025/07/22","140310007","200","","",NULL,"","2025-10-19 11:10:32","",""
"360","2025/07/22","140310083","500","","",NULL,"","2025-10-19 11:10:32","",""
"361","2025/07/22","140550019","550","","",NULL,"","2025-10-19 11:10:32","",""
"362","2025/07/22","141320055","2600","","",NULL,"","2025-10-19 11:10:32","",""
"363","2025/07/23","140010230","1050","","",NULL,"","2025-10-19 11:10:32","",""
"364","2025/07/23","140030039","300","","",NULL,"","2025-10-19 11:10:32","",""
"365","2025/07/23","140310007","1000","","",NULL,"","2025-10-19 11:10:32","",""
"366","2025/07/23","140310031","500","","",NULL,"","2025-10-19 11:10:32","",""
"367","2025/07/23","140310083","700","","",NULL,"","2025-10-19 11:10:32","",""
"368","2025/07/23","141320055","1000","","",NULL,"","2025-10-19 11:10:32","",""
"370","2025/07/26","140010230","1400","","",NULL,"","2025-10-19 11:10:32","",""
"371","2025/07/26","140310007","1600","","",NULL,"","2025-10-19 11:10:32","",""
"372","2025/07/26","140310031","50","","",NULL,"","2025-10-19 11:10:32","",""
"373","2025/07/26","140310071","250","","",NULL,"","2025-10-19 11:10:32","",""
"374","2025/07/26","140310096","57","","",NULL,"","2025-10-19 11:10:32","",""
"375","2025/07/26","140450047","25","","",NULL,"","2025-10-19 11:10:32","",""
"376","2025/07/26","141320055","1300","","",NULL,"","2025-10-19 11:10:32","",""
"377","2025/07/27","140010230","800","","",NULL,"","2025-10-19 11:10:32","",""
"378","2025/07/27","140310007","1300","","",NULL,"","2025-10-19 11:10:32","",""
"379","2025/07/27","140310083","1600","","",NULL,"","2025-10-19 11:10:32","",""
"380","2025/07/27","140450047","400","","",NULL,"","2025-10-19 11:10:32","",""
"381","2025/07/27","140530039","500","","",NULL,"","2025-10-19 11:10:32","",""
"382","2025/07/27","141320055","100","","",NULL,"","2025-10-19 11:10:32","",""
"383","2025/07/28","140010117","450","","",NULL,"","2025-10-19 11:10:32","",""
"384","2025/07/28","140010230","400","","",NULL,"","2025-10-19 11:10:32","",""
"385","2025/07/28","140310007","900","","",NULL,"","2025-10-19 11:10:32","",""
"386","2025/07/28","140310071","550","","",NULL,"","2025-10-19 11:10:32","",""
"387","2025/07/28","140310083","400","","",NULL,"","2025-10-19 11:10:32","",""
"388","2025/07/28","140450047","550","","",NULL,"","2025-10-19 11:10:32","",""
"389","2025/07/28","140550019","850","","",NULL,"","2025-10-19 11:10:32","",""
"390","2025/07/28","140530039","800","","",NULL,"","2025-10-19 11:10:32","",""
"391","2025/07/29","140010117","300","","",NULL,"","2025-10-19 11:10:32","",""
"392","2025/07/29","140010230","800","","",NULL,"","2025-10-19 11:10:32","",""
"393","2025/07/29","140030039","100","","",NULL,"","2025-10-19 11:10:32","",""
"394","2025/07/29","140030040","100","","",NULL,"","2025-10-19 11:10:32","",""
"395","2025/07/29","140310007","200","","",NULL,"","2025-10-19 11:10:32","",""
"396","2025/07/29","140550019","150","","",NULL,"","2025-10-19 11:10:32","",""
"397","2025/07/29","140530039","3200","","",NULL,"","2025-10-19 11:10:32","",""
"398","2025/07/30","140010117","300","","",NULL,"","2025-10-19 11:10:32","",""
"399","2025/07/30","140010230","440","","",NULL,"","2025-10-19 11:10:32","",""
"400","2025/07/30","140310007","2400","","",NULL,"","2025-10-19 11:10:32","",""
"401","2025/07/30","140310071","600","","",NULL,"","2025-10-19 11:10:32","",""
"402","2025/07/30","140310083","1000","","",NULL,"","2025-10-19 11:10:32","",""
"404","2025/07/30","140530039","100","","",NULL,"","2025-10-19 11:10:32","",""
"405","2025/08/02","140010117","150","","",NULL,"","2025-10-19 11:10:32","",""
"406","2025/08/02","140310007","1700","","",NULL,"","2025-10-19 11:10:32","",""
"407","2025/08/02","140310031","350","","",NULL,"","2025-10-19 11:10:32","",""
"408","2025/08/02","140310071","1850","","",NULL,"","2025-10-19 11:10:32","",""
"409","2025/08/02","140450047","500","","",NULL,"","2025-10-19 11:10:32","",""
"410","2025/08/03","140310007","2000","","",NULL,"","2025-10-19 11:10:32","",""
